x,luma
1.828737E-1,4.403558E1
1.828000E-1,4.391380E1
1.827263E-1,4.129378E1
1.826527E-1,3.932225E1
1.825790E-1,3.889876E1
1.825053E-1,3.965731E1
1.824316E-1,3.969716E1
1.823579E-1,3.745169E1
1.822843E-1,3.372093E1
1.822106E-1,3.305261E1
1.821369E-1,3.343575E1
1.820632E-1,3.435000E1
1.819896E-1,3.645959E1
1.819159E-1,3.712289E1
1.818422E-1,3.653464E1
1.817685E-1,3.620908E1
1.816949E-1,3.649656E1
1.816212E-1,3.614542E1
1.815475E-1,3.484706E1
1.814738E-1,3.282981E1
1.814001E-1,3.178923E1
1.813265E-1,3.103779E1
1.812528E-1,3.004657E1
1.811791E-1,3.003313E1
1.811054E-1,3.149843E1
1.810318E-1,3.338948E1
1.809581E-1,3.384963E1
1.808844E-1,3.332497E1
1.808107E-1,3.289495E1
1.807371E-1,3.275511E1
1.806634E-1,3.292977E1
1.805897E-1,3.290887E1
1.805160E-1,3.198997E1
1.804424E-1,3.178009E1
1.803687E-1,3.216522E1
1.802950E-1,3.224189E1
1.802213E-1,3.415811E1
1.801476E-1,3.652248E1
1.800740E-1,3.681799E1
1.800003E-1,3.668900E1
1.799266E-1,3.795360E1
1.798529E-1,3.906466E1
1.797793E-1,3.935497E1
1.797056E-1,3.970131E1
1.796319E-1,3.950707E1
1.795582E-1,3.826892E1
1.794846E-1,3.696452E1
1.794109E-1,3.641353E1
1.793372E-1,3.660601E1
1.792635E-1,3.783155E1
1.791898E-1,4.051320E1
1.791162E-1,4.276416E1
1.790425E-1,4.413047E1
1.789688E-1,4.454237E1
1.788951E-1,4.501923E1
1.788215E-1,4.518867E1
1.787478E-1,4.432657E1
1.786741E-1,4.479996E1
1.786004E-1,4.586183E1
1.785268E-1,4.561109E1
1.784531E-1,4.624695E1
1.783794E-1,4.823931E1
1.783057E-1,4.940699E1
1.782321E-1,4.995006E1
1.781584E-1,4.978712E1
1.780847E-1,4.946942E1
1.780110E-1,5.001119E1
1.779373E-1,5.066983E1
1.778637E-1,5.073765E1
1.777900E-1,5.040871E1
1.777163E-1,5.013715E1
1.776426E-1,5.025113E1
1.775690E-1,5.094414E1
1.774953E-1,5.258874E1
1.774216E-1,5.499737E1
1.773479E-1,5.402020E1
1.772743E-1,5.431653E1
1.772006E-1,5.485450E1
1.771269E-1,5.353783E1
1.770532E-1,5.248618E1
1.769795E-1,5.268236E1
1.769059E-1,5.297327E1
1.768322E-1,5.244942E1
1.767585E-1,5.179460E1
1.766848E-1,5.052953E1
1.766112E-1,4.852220E1
1.765375E-1,4.787316E1
1.764638E-1,4.876301E1
1.763901E-1,4.977310E1
1.763165E-1,5.041179E1
1.762428E-1,5.013797E1
1.761691E-1,5.017010E1
1.760954E-1,5.125412E1
1.760218E-1,5.204048E1
1.759481E-1,5.019058E1
1.758744E-1,4.686286E1
1.758007E-1,4.286947E1
1.757270E-1,4.014689E1
1.756534E-1,3.895078E1
1.755797E-1,3.911900E1
1.755060E-1,4.004747E1
1.754323E-1,4.054078E1
1.753587E-1,4.024104E1
1.752850E-1,4.047339E1
1.752113E-1,4.053485E1
1.751376E-1,3.965117E1
1.750640E-1,3.784704E1
1.749903E-1,3.508818E1
1.749166E-1,3.133652E1
1.748429E-1,2.836206E1
1.747692E-1,2.697411E1
1.746956E-1,2.814706E1
1.746219E-1,2.985548E1
1.745482E-1,3.061053E1
1.744745E-1,3.041234E1
1.744009E-1,3.111847E1
1.743272E-1,3.245115E1
1.742535E-1,3.275710E1
1.741798E-1,3.168216E1
1.741062E-1,3.065329E1
1.740325E-1,3.039697E1
1.739588E-1,3.055602E1
1.738851E-1,3.055701E1
1.738115E-1,3.133931E1
1.737378E-1,3.281644E1
1.736641E-1,3.514677E1
1.735904E-1,3.839216E1
1.735167E-1,4.099569E1
1.734431E-1,4.202950E1
1.733694E-1,4.142008E1
1.732957E-1,4.065684E1
1.732220E-1,4.042698E1
1.731484E-1,4.146197E1
1.730747E-1,4.269630E1
1.730010E-1,4.166714E1
1.729273E-1,3.930522E1
1.728537E-1,3.914529E1
1.727800E-1,4.163024E1
1.727063E-1,4.472506E1
1.726326E-1,4.712992E1
1.725589E-1,4.876798E1
1.724853E-1,4.950200E1
1.724116E-1,4.958743E1
1.723379E-1,4.968370E1
1.722642E-1,5.057234E1
1.721906E-1,5.137648E1
1.721169E-1,5.163881E1
1.720432E-1,5.196012E1
1.719695E-1,5.287982E1
1.718959E-1,5.398971E1
1.718222E-1,5.516446E1
1.717485E-1,5.636505E1
1.716748E-1,5.639890E1
1.716011E-1,5.718398E1
1.715275E-1,5.880290E1
1.714538E-1,5.886544E1
1.713801E-1,5.847676E1
1.713064E-1,5.888140E1
1.712328E-1,5.902740E1
1.711591E-1,5.960735E1
1.710854E-1,5.960831E1
1.710117E-1,5.857077E1
1.709381E-1,5.787458E1
1.708644E-1,5.809012E1
1.707907E-1,5.857675E1
1.707170E-1,5.830606E1
1.706434E-1,5.764929E1
1.705697E-1,5.823034E1
1.704960E-1,5.752230E1
1.704223E-1,5.636917E1
1.703486E-1,5.599421E1
1.702750E-1,5.432355E1
1.702013E-1,5.067235E1
1.701276E-1,4.734157E1
1.700539E-1,4.426365E1
1.699803E-1,4.471253E1
1.699066E-1,4.620363E1
1.698329E-1,4.793739E1
1.697592E-1,5.023314E1
1.696856E-1,5.323868E1
1.696119E-1,5.482621E1
1.695382E-1,5.518246E1
1.694645E-1,5.565191E1
1.693908E-1,5.497354E1
1.693172E-1,5.377453E1
1.692435E-1,5.219291E1
1.691698E-1,4.838493E1
1.690961E-1,4.655458E1
1.690225E-1,4.593888E1
1.689488E-1,4.705374E1
1.688751E-1,4.733476E1
1.688014E-1,4.688045E1
1.687278E-1,4.592863E1
1.686541E-1,4.646181E1
1.685804E-1,4.760819E1
1.685067E-1,4.721810E1
1.684331E-1,4.585973E1
1.683594E-1,4.450467E1
1.682857E-1,4.204037E1
1.682120E-1,4.010830E1
1.681383E-1,3.930146E1
1.680647E-1,3.963533E1
1.679910E-1,4.019209E1
1.679173E-1,4.065597E1
1.678436E-1,4.085391E1
1.677700E-1,4.100458E1
1.676963E-1,4.177100E1
1.676226E-1,4.220902E1
1.675489E-1,4.176145E1
1.674753E-1,4.183289E1
1.674016E-1,4.159614E1
1.673279E-1,3.975805E1
1.672542E-1,3.912696E1
1.671805E-1,4.043093E1
1.671069E-1,4.256846E1
1.670332E-1,4.509485E1
1.669595E-1,4.557983E1
1.668858E-1,4.506178E1
1.668122E-1,4.564802E1
1.667385E-1,4.539757E1
1.666648E-1,4.495397E1
1.665911E-1,4.493662E1
1.665175E-1,4.521848E1
1.664438E-1,4.430816E1
1.663701E-1,4.267553E1
1.662964E-1,4.278720E1
1.662228E-1,4.545674E1
1.661491E-1,4.890582E1
1.660754E-1,4.970288E1
1.660017E-1,4.972334E1
1.659280E-1,5.097872E1
1.658544E-1,5.159362E1
1.657807E-1,5.029343E1
1.657070E-1,5.065940E1
1.656333E-1,5.159670E1
1.655597E-1,5.171077E1
1.654860E-1,5.055692E1
1.654123E-1,5.010690E1
1.653386E-1,5.048495E1
1.652650E-1,5.017449E1
1.651913E-1,5.102418E1
1.651176E-1,5.305331E1
1.650439E-1,5.385873E1
1.649702E-1,5.467152E1
1.648966E-1,5.612332E1
1.648229E-1,5.711794E1
1.647492E-1,5.774769E1
1.646755E-1,5.681376E1
1.646019E-1,5.626668E1
1.645282E-1,5.580037E1
1.644545E-1,5.529699E1
1.643808E-1,5.472709E1
1.643072E-1,5.440045E1
1.642335E-1,5.436981E1
1.641598E-1,5.440113E1
1.640861E-1,5.440753E1
1.640125E-1,5.466618E1
1.639388E-1,5.488040E1
1.638651E-1,5.467565E1
1.637914E-1,5.426298E1
1.637177E-1,5.409032E1
1.636441E-1,5.359586E1
1.635704E-1,5.221228E1
1.634967E-1,5.174808E1
1.634230E-1,5.190989E1
1.633494E-1,5.209184E1
1.632757E-1,5.158055E1
1.632020E-1,5.089002E1
1.631283E-1,5.069462E1
1.630547E-1,5.071195E1
1.629810E-1,4.964698E1
1.629073E-1,4.830709E1
1.628336E-1,4.657888E1
1.627599E-1,4.361618E1
1.626863E-1,4.185725E1
1.626126E-1,3.878216E1
1.625389E-1,3.552913E1
1.624652E-1,3.550136E1
1.623916E-1,3.559632E1
1.623179E-1,3.633607E1
1.622442E-1,3.531671E1
1.621705E-1,3.470385E1
1.620969E-1,3.473042E1
1.620232E-1,3.369377E1
1.619495E-1,3.304020E1
1.618758E-1,3.385028E1
1.618021E-1,3.361117E1
1.617285E-1,3.259466E1
1.616548E-1,3.175568E1
1.615811E-1,3.159553E1
1.615074E-1,3.244818E1
1.614338E-1,3.406004E1
1.613601E-1,3.633455E1
1.612864E-1,3.807526E1
1.612127E-1,3.905927E1
1.611391E-1,3.928216E1
1.610654E-1,3.940796E1
1.609917E-1,3.910275E1
1.609180E-1,3.698793E1
1.608444E-1,3.471087E1
1.607707E-1,3.300477E1
1.606970E-1,3.164333E1
1.606233E-1,3.288190E1
1.605496E-1,3.820110E1
1.604760E-1,4.378467E1
1.604023E-1,4.754588E1
1.603286E-1,4.919260E1
1.602549E-1,4.990973E1
1.601813E-1,5.092580E1
1.601076E-1,5.183990E1
1.600339E-1,5.288382E1
1.599602E-1,5.385363E1
1.598866E-1,5.483316E1
1.598129E-1,5.516518E1
1.597392E-1,5.522534E1
1.596655E-1,5.570527E1
1.595918E-1,5.753712E1
1.595182E-1,5.954247E1
1.594445E-1,6.146680E1
1.593708E-1,6.471935E1
1.592971E-1,6.828103E1
1.592235E-1,6.950897E1
1.591498E-1,6.515166E1
1.590761E-1,6.153687E1
1.590024E-1,6.224167E1
1.589288E-1,6.279001E1
1.588551E-1,6.377550E1
1.587814E-1,6.457006E1
1.587077E-1,6.535111E1
1.586341E-1,6.675866E1
1.585604E-1,6.884662E1
1.584867E-1,6.915233E1
1.584130E-1,6.867372E1
1.583393E-1,6.924690E1
1.582657E-1,6.881476E1
1.581920E-1,6.877561E1
1.581183E-1,6.785568E1
1.580446E-1,6.650605E1
1.579710E-1,6.409809E1
1.578973E-1,6.162070E1
1.578236E-1,6.124017E1
1.577499E-1,6.333096E1
1.576763E-1,6.606971E1
1.576026E-1,6.786567E1
1.575289E-1,6.814020E1
1.574552E-1,6.926315E1
1.573815E-1,7.026547E1
1.573079E-1,6.847418E1
1.572342E-1,6.650199E1
1.571605E-1,6.682274E1
1.570868E-1,6.660517E1
1.570132E-1,6.563511E1
1.569395E-1,6.446654E1
1.568658E-1,6.267363E1
1.567921E-1,6.203862E1
1.567185E-1,6.351119E1
1.566448E-1,6.392055E1
1.565711E-1,6.298415E1
1.564974E-1,6.250369E1
1.564238E-1,6.166309E1
1.563501E-1,6.085669E1
1.562764E-1,6.057307E1
1.562027E-1,6.029965E1
1.561290E-1,6.017771E1
1.560554E-1,5.649482E1
1.559817E-1,4.918873E1
1.559080E-1,4.430343E1
1.558343E-1,4.620254E1
1.557607E-1,4.791265E1
1.556870E-1,4.940135E1
1.556133E-1,4.961102E1
1.555396E-1,4.948023E1
1.554660E-1,4.850599E1
1.553923E-1,4.745724E1
1.553186E-1,4.637437E1
1.552449E-1,4.615503E1
1.551712E-1,4.595232E1
1.550976E-1,4.589320E1
1.550239E-1,4.559770E1
1.549502E-1,4.565997E1
1.548765E-1,4.635866E1
1.548029E-1,4.732295E1
1.547292E-1,4.834715E1
1.546555E-1,5.043117E1
1.545818E-1,5.173046E1
1.545082E-1,5.213174E1
1.544345E-1,5.290288E1
1.543608E-1,5.420297E1
1.542871E-1,5.502914E1
1.542135E-1,5.515591E1
1.541398E-1,5.411491E1
1.540661E-1,5.365439E1
1.539924E-1,5.431146E1
1.539187E-1,5.650648E1
1.538451E-1,5.929502E1
1.537714E-1,6.271985E1
1.536977E-1,6.612594E1
1.536240E-1,6.821536E1
1.535504E-1,6.786103E1
1.534767E-1,6.678214E1
1.534030E-1,6.567593E1
1.533293E-1,6.608452E1
1.532557E-1,6.783933E1
1.531820E-1,7.013805E1
1.531083E-1,7.254565E1
1.530346E-1,7.429486E1
1.529609E-1,7.566826E1
1.528873E-1,7.818846E1
1.528136E-1,8.028992E1
1.527399E-1,8.146365E1
1.526662E-1,8.281300E1
1.525926E-1,8.367788E1
1.525189E-1,8.283294E1
1.524452E-1,8.163077E1
1.523715E-1,8.153579E1
1.522979E-1,8.070355E1
1.522242E-1,7.916552E1
1.521505E-1,7.983803E1
1.520768E-1,8.446068E1
1.520031E-1,8.903245E1
1.519295E-1,8.914878E1
1.518558E-1,8.715061E1
1.517821E-1,8.577775E1
1.517084E-1,8.437080E1
1.516348E-1,8.473741E1
1.515611E-1,8.411748E1
1.514874E-1,8.045831E1
1.514137E-1,7.517535E1
1.513401E-1,7.038282E1
1.512664E-1,6.690336E1
1.511927E-1,6.638415E1
1.511190E-1,7.124176E1
1.510454E-1,7.557360E1
1.509717E-1,7.626256E1
1.508980E-1,7.659802E1
1.508243E-1,7.568477E1
1.507506E-1,7.632248E1
1.506770E-1,7.527698E1
1.506033E-1,7.422711E1
1.505296E-1,7.322514E1
1.504559E-1,6.991835E1
1.503823E-1,6.413735E1
1.503086E-1,5.830537E1
1.502349E-1,5.443749E1
1.501612E-1,5.238706E1
1.500876E-1,5.049646E1
1.500139E-1,4.566052E1
1.499402E-1,4.158162E1
1.498665E-1,3.777691E1
1.497928E-1,3.655346E1
1.497192E-1,3.648525E1
1.496455E-1,3.571560E1
1.495718E-1,3.508509E1
1.494981E-1,3.441771E1
1.494245E-1,3.350043E1
1.493508E-1,3.318094E1
1.492771E-1,3.231448E1
1.492034E-1,3.219104E1
1.491298E-1,3.416074E1
1.490561E-1,3.657187E1
1.489824E-1,3.716262E1
1.489087E-1,3.643746E1
1.488351E-1,3.588282E1
1.487614E-1,3.507094E1
1.486877E-1,3.502057E1
1.486140E-1,3.493141E1
1.485403E-1,3.388235E1
1.484667E-1,3.195881E1
1.483930E-1,3.094111E1
1.483193E-1,3.054440E1
1.482456E-1,3.044750E1
1.481720E-1,3.266077E1
1.480983E-1,3.517157E1
1.480246E-1,3.595912E1
1.479509E-1,3.577118E1
1.478773E-1,3.580980E1
1.478036E-1,3.616479E1
1.477299E-1,3.666382E1
1.476562E-1,3.591674E1
1.475825E-1,3.459390E1
1.475089E-1,3.235839E1
1.474352E-1,3.108416E1
1.473615E-1,3.220552E1
1.472878E-1,3.521950E1
1.472142E-1,3.862225E1
1.471405E-1,4.084741E1
1.470668E-1,4.232450E1
1.469931E-1,4.198975E1
1.469195E-1,4.057812E1
1.468458E-1,3.900336E1
1.467721E-1,3.768131E1
1.466984E-1,3.691589E1
1.466248E-1,3.623092E1
1.465511E-1,3.543505E1
1.464774E-1,3.465645E1
1.464037E-1,3.610768E1
1.463300E-1,3.878476E1
1.462564E-1,4.168293E1
1.461827E-1,4.346713E1
1.461090E-1,4.370109E1
1.460353E-1,4.398873E1
1.459617E-1,4.455766E1
1.458880E-1,4.481787E1
1.458143E-1,4.586369E1
1.457406E-1,4.682032E1
1.456670E-1,4.796695E1
1.455933E-1,5.016644E1
1.455196E-1,5.137321E1
1.454459E-1,5.518387E1
1.453722E-1,6.352262E1
1.452986E-1,7.091250E1
1.452249E-1,7.336113E1
1.451512E-1,7.781124E1
1.450775E-1,8.825677E1
1.450039E-1,9.765533E1
1.449302E-1,1.019409E2
1.448565E-1,1.038590E2
1.447828E-1,1.041841E2
1.447092E-1,9.875414E1
1.446355E-1,9.283307E1
1.445618E-1,9.368065E1
1.444881E-1,9.716485E1
1.444145E-1,1.001644E2
