x,luma
3.641451E-3,9.340658E1
3.527764E-3,9.223978E1
3.414077E-3,9.131150E1
3.300390E-3,8.711463E1
3.186703E-3,8.565550E1
3.073016E-3,6.890424E1
2.959329E-3,5.356687E1
2.845642E-3,6.244561E1
2.731955E-3,7.631197E1
2.618268E-3,8.032799E1
2.504581E-3,8.314375E1
2.390893E-3,8.507617E1
2.277206E-3,8.549544E1
2.163519E-3,8.823501E1
2.049832E-3,8.580997E1
1.936145E-3,7.832053E1
1.822458E-3,8.104379E1
1.708771E-3,9.198779E1
1.595084E-3,9.609104E1
1.481397E-3,9.750447E1
1.367710E-3,9.666357E1
1.254023E-3,9.770358E1
1.140336E-3,9.789026E1
1.026648E-3,9.144474E1
9.129614E-4,8.193035E1
7.992743E-4,8.098693E1
6.855873E-4,8.837605E1
5.719002E-4,9.200161E1
4.582131E-4,9.233038E1
3.445260E-4,8.792499E1
